,GAMEID,HOME_ELO,AWAY_ELO
2407,20120310DETTOR,1377,1310
2408,20120310MIAIND,1692,1517
2409,20120310CHIUTA,1712,1474
2410,20120310NJNHOU,1358,1506
2411,20120310OKCCHA,1689,1280
2412,20120310PHOMEM,1499,1586
2413,20120310GSWDAL,1454,1572
2414,20120311NYKPHI,1469,1507
2415,20120311LALBOS,1610,1538
2416,20120311CLEHOU,1385,1515
2417,20120311ORLIND,1618,1513
2418,20120311TORMIL,1305,1462
2419,20120311DENMEM,1570,1576
2420,20120311SACATL,1381,1532
2421,20120311LACGSW,1538,1465
2422,20120312NJNMIL,1349,1471
2423,20120312CHINYK,1714,1457
2424,20120312SASWAS,1640,1295
2425,20120312UTADET,1471,1382
2426,20120312PHOMIN,1508,1414
2427,20120312LACBOS,1524,1533
2428,20120313CLETOR,1396,1297
2429,20120313INDPOR,1509,1499
2430,20120313ORLMIA,1622,1696
2431,20120313MEMLAL,1589,1615
2432,20120313OKCHOU,1690,1504
2433,20120313DALWAS,1562,1294
2434,20120313DENATL,1558,1540
2435,20120313SACGSW,1372,1480
2436,20120314INDPHI,1516,1519
2437,20120314NJNTOR,1340,1312
2438,20120314NYKPOR,1455,1492
2439,20120314HOUCHA,1521,1279
2440,20120314MILCLE,1480,1381
2441,20120314SASORL,1642,1632
2442,20120314CHIMIA,1717,1687
2443,20120314SACDET,1363,1377
2444,20120314GSWBOS,1489,1545
2445,20120314LACATL,1511,1534
2446,20120314PHOUTA,1493,1476
2447,20120315DALCHA,1564,1277
2448,20120315DENOKC,1564,1673
2449,20120315UTAMIN,1470,1430
2450,20120315LACPHO,1519,1500
2451,20120316ORLNJN,1625,1346
2452,20120316PHIMIA,1511,1680
2453,20120316ATLWAS,1526,1291
2454,20120316NYKIND,1463,1523
2455,20120316CHIPOR,1723,1484
2456,20120316MEMTOR,1577,1305
2457,20120316OKCSAS,1683,1649
2458,20120316PHODET,1513,1390
2459,20120316SACBOS,1350,1556
2460,20120316GSWMIL,1478,1485
2461,20120316LALMIN,1628,1423
2462,20120317LACHOU,1506,1523
2463,20120317CHATOR,1275,1323
2464,20120317INDNYK,1514,1472
2465,20120317CHIPHI,1705,1503
2466,20120317DALSAS,1566,1662
2467,20120317DENBOS,1555,1543
2468,20120317UTAGSW,1476,1465
2469,20120318CLEATL,1376,1528
2470,20120318LACDET,1513,1385
2471,20120318MEMWAS,1559,1289
2472,20120318SACMIN,1363,1420
2473,20120318MIAORL,1688,1627
2474,20120318PHOHOU,1518,1516
2475,20120318LALUTA,1630,1483
2476,20120318OKCPOR,1669,1501
2477,20120319CHAPHI,1283,1500
2478,20120319ATLBOS,1537,1536
2479,20120319NJNCLE,1344,1367
2480,20120319ORLCHI,1621,1708
2481,20120319DENDAL,1562,1576
2482,20120319GSWMIN,1459,1412
2483,20120320INDLAC,1500,1518
2484,20120320MIAPHO,1694,1525
2485,20120320NYKTOR,1486,1315
2486,20120320HOULAL,1508,1614
2487,20120320UTAOKC,1499,1673
2488,20120320PORMIL,1498,1497
2489,20120320SACMEM,1372,1561
2490,20120321ORLPHO,1611,1521
2491,20120321PHINYK,1507,1489
2492,20120321TORCHI,1311,1719
2493,20120321ATLCLE,1524,1380
2494,20120321NJNWAS,1332,1287
2495,20120321OKCLAC,1661,1510
2496,20120321SASMIN,1652,1426
2497,20120321DENDET,1549,1381
2498,20120321DALLAL,1588,1604
2499,20120322WASIND,1301,1508
2500,20120322HOUGSW,1519,1445
2501,20120322MILBOS,1510,1549
2502,20120322PORMEM,1485,1549
2503,20120322SACUTA,1385,1511
2504,20120323CHAMIL,1277,1498
2505,20120323INDPHO,1515,1516
2506,20120323ORLCLE,1616,1376
2507,20120323TORNYK,1308,1502
2508,20120323ATLNJN,1528,1318
2509,20120323DETMIA,1378,1697
2510,20120323OKCMIN,1665,1423
2511,20120323PHIBOS,1494,1561
2512,20120323SASDAL,1655,1576
2513,20120323LALPOR,1617,1494
2514,20120323UTADEN,1520,1553
2515,20120324LACMEM,1506,1540
2516,20120324WASATL,1294,1531
2517,20120324NJNCHA,1315,1270
2518,20120324NYKDET,1490,1373
2519,20120324CHITOR,1722,1321
2520,20120324HOUDAL,1524,1571
2521,20120324MILIND,1505,1502
2522,20120324GSWSAC,1439,1375
2523,20120325CLEPHO,1373,1529
2524,20120325MINDEN,1420,1545
2525,20120325ATLUTA,1537,1528
2526,20120325BOSWAS,1552,1287
2527,20120325SASPHI,1660,1503
2528,20120325OKCMIA,1667,1702
2529,20120325PORGSW,1489,1445
2530,20120325LALMEM,1621,1532
2531,20120326CHABOS,1264,1554
2532,20120326INDMIA,1515,1694
2533,20120326TORORL,1320,1618
2534,20120326WASDET,1285,1369
2535,20120326NJNUTA,1321,1521
2536,20120326NYKMIL,1494,1492
2537,20120326CHIDEN,1723,1534
2538,20120326HOUSAC,1512,1370
2539,20120327PHICLE,1499,1365
2540,20120327MEMMIN,1546,1431
2541,20120327MILATL,1485,1544
2542,20120327DALHOU,1582,1516
2543,20120327PHOSAS,1537,1664
2544,20120327POROKC,1496,1675
2545,20120327GSWLAL,1439,1606
2546,20120328CHAMIN,1259,1427
2547,20120328CLEDET,1361,1379
2548,20120328NYKORL,1501,1623
2549,20120328TORDEN,1315,1551
2550,20120328ATLCHI,1535,1706
2551,20120328BOSUTA,1559,1528
2552,20120328NJNIND,1314,1527
2553,20120328SACSAS,1366,1673
2554,20120328LACPHO,1514,1528
2555,20120329INDWAS,1514,1275
2556,20120329MIADAL,1681,1588
2557,20120329LALOKC,1614,1683
2558,20120330CHADEN,1251,1537
2559,20120330TORMIA,1329,1686
2560,20120330WASPHI,1272,1503
2561,20120330ATLNYK,1527,1512
2562,20120330CLEMIL,1348,1494
2563,20120330CHIDET,1714,1392
2564,20120330HOUMEM,1511,1551
2565,20120330MINBOS,1435,1566
2566,20120330ORLDAL,1612,1583
2567,20120330UTASAC,1522,1361
2568,20120330GSWNJN,1431,1327
2569,20120330LACPOR,1522,1488
2570,20120331DETCHA,1390,1246
2571,20120331NYKCLE,1505,1340
2572,20120331PHIATL,1490,1534
2573,20120331MILMEM,1503,1543
2574,20120331SASIND,1678,1516
2575,20120331SACNJN,1377,1342
2576,20120331LACUTA,1528,1506
2577,20120401OKCCHI,1694,1716
2578,20120401BOSMIA,1575,1690
2579,20120401ORLDEN,1599,1542
2580,20120401TORWAS,1325,1286
2581,20120401HOUIND,1519,1513
2582,20120401PORMIN,1481,1426
2583,20120401LALGSW,1603,1415
2584,20120402WASMIL,1280,1491
2585,20120402CHIHOU,1708,1506
2586,20120402OKCMEM,1702,1554
2587,20120402DALLAC,1596,1535
2588,20120402PORUTA,1487,1499
2589,20120402SACMIN,1364,1420
2590,20120403CLESAS,1336,1682
2591,20120403INDNYK,1526,1509
2592,20120403TORCHA,1331,1242
2593,20120403DETORL,1394,1585
2594,20120403MIAPHI,1680,1498
2595,20120403MEMGSW,1571,1412
2596,20120403SACPHO,1372,1521
2597,20120403LALNJN,1606,1356
2598,20120404PHITOR,1495,1336
2599,20120404WASIND,1273,1533
2600,20120404ATLCHA,1526,1237
2601,20120404BOSSAS,1585,1685
2602,20120404MIAOKC,1683,1685
2603,20120404MILCLE,1498,1332
2604,20120404MINGSW,1411,1408
2605,20120404DALMEM,1582,1574
2606,20120404UTAPHO,1512,1529
2607,20120404PORNJN,1475,1354
2608,20120404LACLAL,1549,1609
2609,20120405ORLNYK,1572,1502
2610,20120405DETWAS,1406,1267
2611,20120405CHIBOS,1691,1575
2612,20120405SACLAC,1364,1538
2613,20120406INDOKC,1538,1678
2614,20120406ATLDET,1528,1410
2615,20120406MIAMEM,1690,1567
2616,20120406NJNWAS,1349,1263
2617,20120406TORCLE,1353,1329
2618,20120406DALPOR,1589,1479
2619,20120406MILCHA,1501,1235
2620,20120406DENPHO,1556,1542
2621,20120406UTAGSW,1499,1421
2622,20120406LALHOU,1620,1523
2623,20120407INDBOS,1549,1571
2624,20120407CHAATL,1233,1532
2625,20120407MEMDAL,1583,1574
2626,20120407PHIORL,1479,1558
2627,20120407MILPOR,1504,1495
2628,20120407PHOLAL,1535,1605
2629,20120407GSWDEN,1416,1563
2630,20120407LACSAC,1546,1356
2631,20120408NYKCHI,1517,1695
2632,20120408BOSPHI,1583,1468
2633,20120408MIADET,1674,1406
2634,20120408NJNCLE,1354,1342
2635,20120408OKCTOR,1667,1339
2636,20120408SASUTA,1695,1505
2637,20120408SACHOU,1353,1538
2638,20120409CHAWAS,1228,1258
2639,20120409INDTOR,1537,1338
2640,20120409ORLDET,1568,1404
2641,20120409MEMLAC,1590,1549
2642,20120409MILOKC,1510,1669
2643,20120409DENGSW,1552,1427
2644,20120409MINPHO,1398,1544
2645,20120409UTASAS,1501,1699
2646,20120409PORHOU,1488,1546
2647,20120410CLECHA,1335,1216
2648,20120410MIABOS,1677,1587
2649,20120410WASORL,1270,1572
2650,20120410NJNPHI,1361,1463
2651,20120410DALSAC,1567,1345
2652,20120410CHINYK,1683,1529
2653,20120411CLEIND,1340,1540
2654,20120411TORPHI,1335,1473
2655,20120411BOSATL,1602,1537
2656,20120411HOUUTA,1557,1514
2657,20120411MEMPHO,1596,1553
2658,20120411MILNYK,1502,1525
2659,20120411OKCLAC,1677,1543
2660,20120411SASLAL,1686,1596
2661,20120411DENMIN,1556,1390
2662,20120411PORGSW,1476,1423
2663,20120412CHADET,1211,1400
2664,20120412CHIMIA,1687,1662
2665,20120412MINLAC,1386,1559
2666,20120412SASMEM,1671,1602
2667,20120412GSWDAL,1417,1569
2668,20120413INDCLE,1547,1332
2669,20120413ORLATL,1556,1531
2670,20120413PHINJN,1482,1351
2671,20120413TORBOS,1326,1608
2672,20120413MIACHA,1655,1204
2673,20120413NYKWAS,1537,1285
2674,20120413DETMIL,1408,1490
2675,20120413HOUPHO,1543,1547
2676,20120413OKCSAC,1661,1342
2677,20120413LALDEN,1611,1560
2678,20120413PORDAL,1482,1578
2679,20120414LACGSW,1567,1409
2680,20120414WASCLE,1283,1330
2681,20120414NJNBOS,1367,1593
2682,20120414MEMUTA,1597,1528
2683,20120414MINOKC,1378,1663
2684,20120414MILIND,1500,1550
2685,20120414SASPHO,1676,1559
2686,20120415NYKMIA,1540,1656
2687,20120415LALDAL,1616,1588
2688,20120415ATLTOR,1545,1340
2689,20120415CHABOS,1203,1600
2690,20120415CLEORL,1341,1543
2691,20120415DETCHI,1397,1693
2692,20120415SACPOR,1341,1472
2693,20120415DENHOU,1554,1530
2694,20120416INDMIN,1562,1373
2695,20120416ORLPHI,1550,1466
2696,20120416TORATL,1357,1528
2697,20120416NJNMIA,1361,1665
2698,20120416CHIWAS,1698,1271
2699,20120416HOUDEN,1524,1560
2700,20120416UTADAL,1523,1582
2701,20120416PHOPOR,1555,1461
2702,20120416GSWSAS,1405,1681
2703,20120416LACOKC,1570,1668
2704,20120417PHIIND,1461,1565
2705,20120417DETCLE,1392,1334
2706,20120417MINMEM,1370,1602
2707,20120417NYKBOS,1530,1603
2708,20120417LALSAS,1623,1686
2709,20120418CHACHI,1200,1679
2710,20120418CLEPHI,1328,1451
2711,20120418WASMIL,1290,1489
2712,20120418ATLDET,1536,1398
2713,20120418MIATOR,1670,1349
2714,20120418NJNNYK,1356,1539
2715,20120418BOSORL,1593,1555
2716,20120418DALHOU,1573,1512
2717,20120418DENLAC,1572,1580
2718,20120418PHOOKC,1560,1658
2719,20120418PORUTA,1456,1531
2720,20120418SACSAS,1352,1697
2721,20120418GSWLAL,1400,1612
2722,20120419INDMIL,1575,1476
2723,20120419DETMIN,1394,1363
2724,20120419MIACHI,1672,1681
2725,20120419PHOLAC,1550,1593
2726,20120420ATLBOS,1540,1600
2727,20120420CHAMEM,1198,1608
2728,20120420CLENYK,1319,1547
2729,20120420DALGSW,1578,1393
2730,20120420SASLAL,1701,1619
2731,20120420SACOKC,1348,1668
2732,20120421PHODEN,1558,1560
2733,20120421INDPHI,1580,1461
2734,20120421MIAWAS,1679,1303
2735,20120421CHIDAL,1674,1582
2736,20120421HOUGSW,1506,1390
2737,20120421MEMPOR,1611,1446
2738,20120421MILNJN,1471,1348
2739,20120421UTAORL,1542,1549
2740,20120422ATLNYK,1549,1533
2741,20120422LALOKC,1614,1672
2742,20120422CHASAC,1195,1343
2743,20120422DETTOR,1380,1348
2744,20120422MIAHOU,1660,1511
2745,20120422MINGSW,1377,1385
2746,20120422SASCLE,1706,1332
2747,20120422DENORL,1572,1542
2748,20120423INDDET,1564,1387
2749,20120423WASCHA,1322,1187
2750,20120423NJNPHI,1344,1476
2751,20120423MEMCLE,1615,1331
2752,20120423MILTOR,1476,1342
2753,20120423SASPOR,1708,1442
2754,20120424ATLLAC,1535,1585
2755,20120424BOSMIA,1591,1664
2756,20120424OKCSAC,1664,1352
2757,20120424UTAPHO,1549,1545
2758,20120425CLEWAS,1329,1326
2759,20120425INDCHI,1567,1679
2760,20120425ORLCHA,1535,1182
2761,20120425MILPHI,1480,1485
2762,20120425NYKLAC,1547,1576
2763,20120425OKCDEN,1665,1579
2764,20120425PHOSAS,1538,1710
2765,20120426TORNJN,1337,1335
2766,20120426ATLDAL,1544,1577
2767,20120426BOSMIL,1600,1467
2768,20120426CHANYK,1181,1555
2769,20120426CHICLE,1688,1316
2770,20120426DETPHI,1383,1498
2771,20120426MEMORL,1617,1537
2772,20120426MINDEN,1364,1594
2773,20120426UTAPOR,1557,1440
2774,20120426WASMIA,1339,1655
2775,20120426GSWSAS,1398,1718
2776,20120426SACLAL,1350,1622
2777,20121030CLEWAS,1315,1355
2778,20121030MIABOS,1640,1604
2779,20121030LALDAL,1608,1569
2780,20121031PHIDEN,1488,1600
2781,20121031TORIND,1345,1558
2782,20121031DETHOU,1394,1507
2783,20121031CHISAC,1690,1365
2784,20121031UTADAL,1561,1582
2785,20121031PHOGSW,1530,1393
2786,20121031LACMEM,1568,1622
2787,20121031PORLAL,1435,1594
2788,20121101SASOKC,1722,1650
2789,20121102CHAIND,1178,1565
2790,20121102ORLDEN,1531,1590
2791,20121102ATLHOU,1552,1517
2792,20121102BOSMIL,1598,1463
2793,20121102CLECHI,1323,1691
2794,20121102MINSAC,1358,1363
2795,20121102NYKMIA,1558,1646
2796,20121102OKCPOR,1645,1447
2797,20121102PHODET,1514,1384
2798,20121102GSWMEM,1409,1613
2799,20121102LALLAC,1582,1577
2800,20121103INDSAC,1548,1356
2801,20121103WASBOS,1346,1582
2802,20121103MIADEN,1636,1581
2803,20121103HOUPOR,1530,1444
2804,20121103DALCHA,1575,1194
2805,20121103MILCLE,1479,1320
2806,20121103SASUTA,1728,1569
2807,20121103LACGSW,1590,1402
2808,20121104NYKPHI,1568,1498
2809,20121104ORLPHO,1540,1519
2810,20121104TORMIN,1338,1365
2811,20121104OKCATL,1648,1538
2812,20121104LALDET,1569,1380
2813,20121105PHINYK,1493,1573
2814,20121105MIAPHO,1642,1512
2815,20121105MEMUTA,1620,1565
2816,20121105DALPOR,1576,1459
2817,20121105SASIND,1731,1551
2818,20121105SACGSW,1353,1419
2819,20121105LACCLE,1573,1316
2820,20121106CHIORL,1695,1547
2821,20121106OKCTOR,1633,1346
2822,20121106DENDET,1575,1377
2823,20121107CHAPHO,1193,1508
2824,20121107ATLIND,1554,1548
2825,20121107BOSWAS,1588,1340
2826,20121107HOUDEN,1515,1578
2827,20121107MILMEM,1483,1626
2828,20121107MINORL,1357,1543
2829,20121107DALTOR,1580,1344
2830,20121107UTALAL,1559,1573
2831,20121107SACDET,1362,1374
2832,20121107GSWCLE,1410,1334
2833,20121107LACSAS,1555,1735
2834,20121108CHIOKC,1699,1635
2835,20121108PORLAC,1454,1567
2836,20121109WASMIL,1338,1474
2837,20121109ATLMIA,1561,1646
2838,20121109BOSPHI,1591,1482
2839,20121109NYKDAL,1584,1583
2840,20121109MEMHOU,1635,1504
2841,20121109MININD,1370,1541
2842,20121109OKCDET,1649,1366
2843,20121109PHOCLE,1512,1329
2844,20121109SACSAS,1369,1722
2845,20121109DENUTA,1589,1567
2846,20121109LALGSW,1565,1415
2847,20121110INDWAS,1529,1329
2848,20121110TORPHI,1341,1497
2849,20121110CHADAL,1189,1576
2850,20121110CHIMIN,1684,1382
2851,20121110HOUDET,1500,1364
2852,20121110MILBOS,1483,1575
2853,20121110UTAPHO,1560,1515
2854,20121110PORSAS,1445,1726
2855,20121110GSWDEN,1411,1596
2856,20121111LACATL,1577,1550
2857,20121111MEMMIA,1639,1657
2858,20121111OKCCLE,1651,1325
2859,20121111LALSAC,1569,1366
2860,20121112PHIMIL,1506,1473
2861,20121112TORUTA,1333,1566
2862,20121112DETOKC,1360,1653
2863,20121112CHIBOS,1686,1586
2864,20121112HOUMIA,1504,1649
2865,20121112DALMIN,1559,1380
2866,20121112PHODEN,1509,1603
2867,20121112PORATL,1440,1544
2868,20121113CHAWAS,1205,1326
2869,20121113INDTOR,1532,1326
2870,20121113ORLNYK,1531,1591
2871,20121113SACPOR,1363,1430
2872,20121113LALSAS,1572,1731
2873,20121114PHIDET,1492,1355
2874,20121114BOSUTA,1601,1573
2875,20121114MILIND,1486,1514
2876,20121114MINCHA,1397,1216
2877,20121114OKCMEM,1657,1647
2878,20121114DALWAS,1542,1315
2879,20121114PHOCHI,1519,1671
2880,20121114GSWATL,1404,1554
2881,20121114LACMIA,1583,1658
2882,20121115SASNYK,1740,1602
2883,20121115DENMIA,1594,1648
2884,20121116INDDAL,1507,1545
2885,20121116PHIUTA,1476,1566
2886,20121116DETORL,1371,1519
2887,20121116MINGSW,1380,1415
2888,20121116MEMNYK,1660,1618
2889,20121116PORHOU,1441,1496
2890,20121116SACATL,1352,1542
2891,20121116LALPHO,1564,1511
2892,20121117BOSTOR,1607,1343
2893,20121117WASUTA,1312,1556
2894,20121117CHAMEM,1233,1666
2895,20121117CLEDAL,1324,1537
2896,20121117SASDEN,1724,1582
2897,20121117LACCHI,1593,1679
2898,20121117PHOMIA,1505,1660
2899,20121118NYKIND,1612,1515
2900,20121118TORORL,1341,1528
2901,20121118PHICLE,1486,1317
2902,20121118OKCGSW,1644,1427
2903,20121118DETBOS,1363,1609
2904,20121118PORCHI,1449,1670
2905,20121118LALHOU,1569,1487
2906,20121119CHAMIL,1230,1494
2907,20121119WASIND,1306,1510
2908,20121119ATLORL,1550,1516
2909,20121119MEMDEN,1669,1578
2910,20121119DALGSW,1543,1424
2911,20121119SASLAC,1728,1602
2912,20121119UTAHOU,1563,1482
2913,20121120PHITOR,1489,1354
2914,20121121CHATOR,1245,1350
2915,20121121CLEPHI,1313,1493
2916,20121121ORLDET,1509,1377
2917,20121121ATLWAS,1556,1299
2918,20121121BOSSAS,1595,1712
2919,20121121MIAMIL,1668,1480
2920,20121121OKCLAC,1647,1618
2921,20121121HOUCHI,1476,1656
2922,20121121MINDEN,1368,1593
2923,20121121DALNYK,1528,1617
2924,20121121PHOPOR,1496,1463
2925,20121121SACLAL,1344,1575
2926,20121123CHAATL,1255,1558
2927,20121123ORLCLE,1513,1326
2928,20121123BOSOKC,1586,1654
2929,20121123DETTOR,1372,1339
2930,20121123HOUNYK,1489,1607
2931,20121123INDSAS,1517,1721
2932,20121123MEMLAL,1654,1561
2933,20121123DENGSW,1600,1440
2934,20121123UTASAC,1568,1358
2935,20121123PORMIN,1456,1362
2936,20121124ATLLAC,1563,1612
2937,20121124PHIOKC,1481,1645
2938,20121124WASCHA,1297,1250
2939,20121124MIACLE,1671,1322
2940,20121124DALLAL,1538,1556
2941,20121124MILCHI,1477,1644
2942,20121124SACUTA,1355,1571
2943,20121124GSWMIN,1436,1357
2944,20121125NYKDET,1596,1379
2945,20121125TORSAS,1333,1729
2946,20121125ORLBOS,1517,1595
2947,20121125PHIPHO,1473,1503
2948,20121126WASSAS,1283,1732
2949,20121126DETPOR,1376,1461
2950,20121126CHIMIL,1652,1469
2951,20121126MEMCLE,1659,1321
2952,20121126OKCCHA,1653,1264
2953,20121126UTADEN,1557,1604
2954,20121127CLEPHO,1320,1495
2955,20121127PHIDAL,1481,1525
2956,20121127HOUTOR,1499,1330
2957,20121127SACMIN,1368,1351
2958,20121127LALIND,1568,1510
2959,20121128ORLSAS,1506,1734
2960,20121128WASPOR,1281,1452
2961,20121128ATLCHA,1572,1263
2962,20121128DETPHO,1386,1503
2963,20121128CHIDAL,1635,1517
2964,20121128MEMTOR,1660,1327
2965,20121128MILNYK,1485,1599
2966,20121128OKCHOU,1654,1503
2967,20121128LACMIN,1603,1365
2968,20121129MIASAS,1673,1740
2969,20121129GSWDEN,1441,1595
2970,20121130CHAPHI,1261,1489
2971,20121130TORPHO,1325,1492
2972,20121130ATLCLE,1573,1312
2973,20121130BOSPOR,1606,1440
2974,20121130NYKWAS,1609,1293
2975,20121130MEMDET,1662,1396
2976,20121130MINMIL,1362,1476
2977,20121130OKCUTA,1658,1566
2978,20121130SACIND,1355,1524
2979,20121130LALDEN,1554,1584
2980,20121201CLEPOR,1329,1436
2981,20121201CHIPHI,1640,1496
2982,20121201HOUUTA,1499,1561
2983,20121201MILBOS,1465,1609
2984,20121201SASMEM,1731,1664
2985,20121201DALDET,1512,1394
2986,20121201GSWIND,1453,1532
2987,20121201LACSAC,1606,1347
2988,20121202NYKPHO,1610,1480
2989,20121202LALORL,1562,1500
2990,20121203CHAPOR,1255,1446
2991,20121203DETCLE,1389,1320
2992,20121203DENTOR,1576,1337
2993,20121203UTALAC,1552,1608
2994,20121203GSWORL,1462,1514
2995,20121204PHIMIN,1492,1373
2996,20121204WASMIA,1291,1682
2997,20121204CHIIND,1644,1523
2998,20121204HOULAL,1508,1548
2999,20121204MEMPHO,1658,1476
3000,20121205CHANYK,1247,1615
3001,20121205INDPOR,1538,1453
3002,20121205BOSMIN,1598,1388
3003,20121205DETGSW,1395,1451
3004,20121205ATLDEN,1556,1578
3005,20121205CLECHI,1314,1628
3006,20121205SASMIL,1737,1477
3007,20121205UTAORL,1541,1525
3008,20121205SACTOR,1345,1334
3009,20121205LACDAL,1619,1517
3010,20121206MIANYK,1665,1618
3011,20121206PHODAL,1473,1512
3012,20121207INDDEN,1544,1570
3013,20121207PHIBOS,1476,1601
3014,20121207ATLWAS,1563,1308
3015,20121207DETCHI,1384,1633
3016,20121207MINCLE,1385,1310
3017,20121207MILCHA,1474,1244
3018,20121207SASHOU,1739,1516
3019,20121207UTATOR,1548,1328
3020,20121207OKCLAL,1663,1539
3021,20121207SACORL,1352,1519
3022,20121208LACPHO,1624,1461
3023,20121208CHASAS,1241,1742
3024,20121208WASGSW,1305,1462
3025,20121208BOSPHI,1590,1487
3026,20121208CLEDET,1304,1378
3027,20121208CHINYK,1639,1632
3028,20121208HOUDAL,1513,1524
3029,20121208MEMATL,1662,1566
3030,20121208PORSAC,1448,1363
3031,20121209LACTOR,1627,1325
3032,20121209OKCIND,1667,1531
3033,20121209NYKDEN,1625,1582
3034,20121209PHOORL,1457,1507
3035,20121209LALUTA,1535,1550
3036,20121210CHAGSW,1239,1471
3037,20121210PHIDET,1482,1388
3038,20121210MIAATL,1651,1581
3039,20121210HOUSAS,1501,1744
3040,20121210DALSAC,1536,1378
3041,20121210PORTOR,1433,1323
3042,20121211CLELAL,1294,1523
3043,20121211DETDEN,1384,1576
3044,20121211CHILAC,1646,1629
3045,20121212INDCLE,1527,1307
3046,20121212ORLATL,1518,1575
3047,20121212CHALAC,1233,1642
3048,20121212MIAGSW,1656,1477
3049,20121212PHICHI,1487,1632
3050,20121212BOSDAL,1595,1540
3051,20121212HOUWAS,1495,1297
3052,20121212MILSAC,1477,1375
3053,20121212MINDEN,1391,1584
3054,20121212PHOMEM,1446,1646
3055,20121212UTASAS,1563,1750
3056,20121213ATLCHA,1587,1230
3057,20121213NYKLAL,1631,1509
3058,20121213PORSAS,1438,1737
3059,20121214INDPHI,1530,1479
3060,20121214ORLGSW,1507,1494
3061,20121214TORDAL,1318,1534
3062,20121214WASLAL,1294,1505
3063,20121214CLEMIL,1304,1482
3064,20121214HOUBOS,1498,1601
3065,20121214OKCSAC,1671,1370
3066,20121214PHOUTA,1459,1575
3067,20121214DENMEM,1571,1634
3068,20121215ATLGSW,1588,1487
3069,20121215CHAORL,1229,1514
3070,20121215DETIND,1376,1536
3071,20121215MIAWAS,1640,1287
3072,20121215NYKCLE,1636,1297
3073,20121215MINDAL,1403,1521
3074,20121215MILLAC,1489,1645
3075,20121215SASBOS,1722,1591
3076,20121215UTAMEM,1565,1625
3077,20121216TORHOU,1332,1508
3078,20121216PHILAL,1473,1512
3079,20121216SACDEN,1368,1580
3080,20121217ORLMIN,1519,1414
3081,20121217DETLAC,1368,1654
3082,20121217NYKHOU,1637,1496
3083,20121217MEMCHI,1636,1641
3084,20121217OKCSAS,1673,1726
3085,20121217PHOSAC,1469,1361
3086,20121218CLETOR,1295,1344
3087,20121218WASATL,1286,1573
3088,20121218MIAMIN,1641,1409
3089,20121218CHIBOS,1634,1586
3090,20121218MILIND,1481,1544
3091,20121218DALPHI,1510,1461
3092,20121218DENSAS,1587,1718
3093,20121218LALCHA,1523,1224
3094,20121219INDUTA,1535,1553
3095,20121219ORLWAS,1524,1281
3096,20121219TORDET,1355,1363
3097,20121219ATLOKC,1578,1682
3098,20121219BOSCLE,1580,1284
3099,20121219HOUPHI,1512,1455
3100,20121219PHOCHA,1474,1222
3101,20121219MEMMIL,1643,1490
3102,20121219SACGSW,1357,1502
3103,20121220MINOKC,1406,1691
3104,20121220DALMIA,1516,1644
3105,20121220PORDEN,1453,1598
3106,20121221PHIATL,1449,1568
3107,20121221TORORL,1363,1526
3108,20121221BOSMIL,1582,1486
3109,20121221CLEIND,1282,1543
3110,20121221DETWAS,1355,1278
3111,20121221NYKCHI,1621,1640
3112,20121221MEMDAL,1647,1507
3113,20121221GSWCHA,1491,1219
3114,20121221LACSAC,1659,1368
3115,20121222ATLCHI,1557,1652
3116,20121222WASDET,1273,1361
3117,20121222MIAUTA,1653,1546
3118,20121222HOUMEM,1518,1651
3119,20121222MILCLE,1501,1276
3120,20121222DENCHA,1586,1217
3121,20121222PORPHO,1464,1476
3122,20121222GSWLAL,1493,1525
3123,20121223NYKMIN,1609,1421
3124,20121223ORLUTA,1514,1541
3125,20121223SASDAL,1707,1503
3126,20121223PHOLAC,1469,1661
3127,20121223SACPOR,1366,1472
3128,20121225LALNYK,1537,1612
3129,20121225MIAOKC,1658,1677
3130,20121225CHIHOU,1642,1529
3131,20121225LACDEN,1668,1588
3132,20121226CHAMIA,1216,1665
3133,20121226WASCLE,1263,1293
3134,20121226ATLDET,1567,1371
3135,20121226MEMPHI,1640,1460
3136,20121226MINHOU,1418,1544
3137,20121226SASTOR,1710,1374
3138,20121226DENLAL,1582,1546
3139,20121226PHONYK,1461,1603
3140,20121226UTAGSW,1553,1481
3141,20121226PORSAC,1462,1376
3142,20121227OKCDAL,1669,1500
3143,20121227LACBOS,1673,1567
3144,20121228INDPHO,1549,1452
3145,20121228WASORL,1251,1502
3146,20121228CLEATL,1305,1570
3147,20121228DETMIA,1368,1668
3148,20121228DALDEN,1497,1589
3149,20121228SASHOU,1711,1553
3150,20121228UTALAC,1539,1678
3151,20121228SACNYK,1371,1612
3152,20121228GSWPHI,1496,1476
3153,20121228LALPOR,1540,1467
3154,20121229ATLIND,1576,1554
3155,20121229ORLTOR,1488,1373
3156,20121229CHIWAS,1627,1265
3157,20121229HOUOKC,1550,1672
3158,20121229MEMDEN,1623,1599
3159,20121229MINPHO,1409,1448
3160,20121229MILMIA,1484,1652
3161,20121229PORPHI,1461,1470
3162,20121229GSWBOS,1502,1562
3163,20121230DALSAS,1486,1715
3164,20121230DETMIL,1383,1496
3165,20121230SACBOS,1385,1554
3166,20121230LACUTA,1687,1530
3167,20121231CHICHA,1628,1214
3168,20121231INDMEM,1547,1630
3169,20121231ORLMIA,1472,1641
